Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,yearID,teamID
OAK,2229,6104,114,645,612,117,8.3%,17.9%,.125,.283,.244,.311,.369,.301,,89,-6.5,-82.2,-49.5,7.5,2011,
PIT,2444,6064,107,610,580,108,8.1%,21.6%,.123,.301,.244,.309,.368,.299,,88,-15.2,-103.1,-17.8,6.7,2011,
MIN,2269,6020,103,619,572,92,7.3%,17.4%,.113,.288,.247,.306,.360,.296,,82,-6.5,-133.4,-25.8,4.3,2011,
SEA,2090,5972,109,556,534,125,7.3%,21.4%,.115,.283,.233,.292,.348,.283,,80,11.9,-124.4,-36.6,3.9,2011,
LAA,2267,6121,187,767,732,134,7.3%,18.2%,.159,.311,.274,.332,.433,.331,,113,13.5,109.8,5.9,33.8,2012,
NYY,2367,6231,245,804,774,93,9.1%,18.9%,.188,.293,.265,.337,.453,.342,,113,2.3,97.2,12.1,33.6,2012,
SFG,2384,6200,103,718,675,118,7.8%,17.7%,.128,.315,.269,.327,.397,.314,,101,13.0,22.4,66.7,29.0,2012,
STL,2391,6326,159,765,732,91,8.4%,18.8%,.150,.316,.271,.338,.421,.329,,106,-1.6,46.5,33.9,28.5,2012,
MIL,2415,6224,202,776,741,158,7.5%,19.9%,.177,.299,.259,.325,.437,.329,,102,12.1,29.5,52.2,28.3,2012,
ATL,2264,6126,149,700,660,101,9.3%,21.0%,.142,.296,.247,.320,.389,.310,,92,7.2,-48.9,123.8,27.3,2012,
CIN,2211,6115,172,669,636,87,7.9%,20.7%,.159,.296,.251,.315,.411,.314,,93,13.5,-36.0,78.9,23.9,2012,
TBR,2406,6105,175,697,665,134,9.4%,21.7%,.155,.284,.240,.317,.394,.311,,100,-0.7,-1.0,20.8,23.7,2012,
WSN,2338,6221,194,731,688,105,7.7%,21.3%,.166,.308,.261,.322,.428,.324,,101,-4.1,4.7,33.0,23.7,2012,
TEX,2236,6216,200,808,780,91,7.7%,17.7%,.173,.306,.273,.334,.446,.336,,106,-5.8,39.5,-27.3,23.3,2012,
ARI,2213,6150,165,734,710,93,8.8%,20.6%,.159,.307,.259,.328,.418,.323,,97,-5.6,-30.7,52.0,21.7,2012,
SDP,2384,6112,121,651,610,155,8.8%,20.3%,.133,.297,.247,.319,.380,.307,,97,13.8,-8.4,29.1,21.6,2012,
PHI,2294,6172,158,684,659,116,7.4%,17.7%,.144,.290,.255,.317,.400,.311,,93,10.7,-40.8,58.9,21.5,2012,
CHW,2277,6111,211,748,726,109,7.5%,19.7%,.167,.289,.255,.318,.422,.322,,98,-7.0,-18.2,8.7,20.7,2012,
DET,2248,6119,163,726,698,59,8.4%,18.0%,.154,.307,.268,.335,.422,.328,,105,-17.8,15.4,-27.2,20.5,2012,
BOS,2317,6166,165,734,695,97,6.9%,19.4%,.155,.301,.260,.315,.415,.316,,95,2.6,-37.1,20.0,20.1,2012,
OAK,2247,6183,195,713,676,122,8.9%,22.4%,.166,.281,.238,.310,.404,.311,,97,19.4,0.3,-24.4,19.4,2012,
NYM,2420,6091,139,650,625,79,8.3%,20.5%,.137,.298,.249,.316,.386,.306,,94,-3.2,-48.8,16.1,15.9,2012,
BAL,2282,6160,214,712,677,58,7.8%,21.3%,.170,.286,.247,.311,.417,.317,,96,-17.1,-44.0,-24.7,14.6,2012,
TOR,2289,6094,198,716,677,123,7.8%,20.5%,.161,.281,.245,.309,.407,.311,,92,2.5,-55.8,-14.0,14.3,2012,
LAD,2356,6091,116,637,607,104,7.9%,19.0%,.122,.298,.252,.317,.374,.302,,90,-8.6,-81.9,28.9,13.8,2012,
KCR,2249,6149,131,676,643,132,6.6%,16.8%,.135,.302,.265,.317,.400,.311,,94,-7.4,-50.8,-35.7,12.7,2012,
MIN,2271,6209,131,701,666,135,8.1%,17.2%,.130,.298,.260,.325,.390,.313,,95,0.7,-32.5,-57.5,12.6,2012,
CHC,2341,5967,137,613,570,94,7.5%,20.7%,.138,.286,.240,.302,.378,.297,,81,-6.0,-138.9,65.7,11.3,2012,
MIA,2269,6057,137,609,576,149,8.0%,20.3%,.138,.289,.244,.308,.382,.300,,87,2.5,-92.9,10.9,10.6,2012,
COL,2429,6183,166,758,716,100,7.3%,19.6%,.163,.321,.274,.330,.436,.331,,90,2.8,-73.8,-14.7,10.3,2012,
PIT,2360,6014,170,651,620,73,7.4%,22.5%,.152,.291,.243,.304,.395,.304,,91,-0.3,-67.8,-17.0,10.2,2012,
SEA,2236,6057,149,619,584,104,7.7%,20.8%,.135,.276,.234,.296,.369,.291,,87,0.1,-89.6,-30.3,8.9,2012,
CLE,2339,6195,136,667,635,110,9.0%,17.5%,.131,.288,.251,.324,.381,.310,,97,-13.6,-37.7,-93.2,8.2,2012,
HOU,2421,6014,146,583,545,105,7.7%,22.7%,.135,.288,.236,.302,.371,.296,,82,-16.9,-144.4,17.7,5.8,2012,
BOS,2264,6382,178,853,819,123,9.1%,20.5%,.169,.329,.277,.349,.446,.347,,114,13.3,116.7,11.9,36.2,2013,
TBR,2423,6242,165,700,670,73,9.4%,18.8%,.151,.295,.257,.329,.408,.324,,107,2.5,50.1,9.2,28.2,2013,
DET,2274,6388,176,796,767,35,8.3%,16.8%,.151,.320,.283,.346,.434,.341,,114,-19.0,83.7,-35.3,27.6,2013,
SFG,2396,6168,107,629,596,67,7.6%,17.5%,.121,.304,.260,.320,.381,.309,,100,-4.1,-1.7,66.3,26.9,2013,
STL,2341,6202,125,783,745,45,7.8%,17.9%,.133,.314,.269,.332,.401,.322,,104,-9.1,21.0,35.0,26.1,2013,
BAL,2246,6144,212,745,719,79,6.8%,18.3%,.171,.288,.260,.313,.431,.323,,101,13.8,16.4,22.7,25.7,2013,
ATL,2293,6133,181,688,656,64,8.8%,22.6%,.153,.300,.249,.321,.402,.318,,102,-5.7,3.8,50.1,25.6,2013,
LAD,2336,6145,138,649,618,78,7.7%,18.6%,.133,.308,.264,.326,.396,.317,,103,-8.0,14.7,37.2,25.5,2013,
OAK,2313,6209,186,767,725,74,9.2%,19.0%,.165,.289,.254,.327,.419,.327,,108,10.0,66.2,-32.4,25.4,2013,
PIT,2369,6135,161,634,603,94,7.6%,21.7%,.151,.294,.245,.313,.396,.312,,99,1.8,-3.4,30.8,22.8,2013,
MIL,2335,6064,157,640,610,142,6.7%,19.5%,.145,.294,.252,.311,.398,.311,,91,-6.9,-66.0,94.0,22.6,2013,
CLE,2337,6165,171,745,711,117,9.1%,20.8%,.155,.300,.255,.327,.410,.324,,104,11.5,39.3,-29.5,22.6,2013,
CIN,2286,6293,155,698,664,67,9.3%,19.8%,.142,.293,.249,.327,.391,.316,,96,-2.0,-32.9,52.4,22.5,2013,
LAA,2311,6260,164,733,696,82,8.4%,19.5%,.150,.307,.264,.329,.414,.325,,109,-9.7,54.8,-58.0,21.6,2013,
TEX,2321,6196,176,730,691,149,7.5%,17.2%,.150,.294,.262,.323,.412,.323,,97,2.0,-22.5,3.9,19.7,2013,
KCR,2236,6093,112,648,620,153,6.9%,17.2%,.119,.300,.260,.315,.379,.305,,89,18.2,-57.4,39.6,19.4,2013,
ARI,2349,6334,130,685,647,62,8.2%,18.0%,.133,.301,.259,.323,.391,.314,,93,-18.5,-69.4,59.4,19.4,2013,
SDP,2359,6122,146,618,578,118,7.6%,21.4%,.133,.294,.245,.308,.378,.302,,94,8.8,-35.4,24.4,18.6,2013,
WSN,2241,6047,161,656,621,88,7.7%,19.7%,.146,.292,.251,.313,.398,.311,,94,3.1,-34.7,16.3,17.6,2013,
TOR,2314,6152,185,712,669,112,8.3%,18.3%,.158,.284,.252,.318,.411,.320,,99,3.8,-2.8,-39.1,17.0,2013,
NYM,2378,6207,130,619,593,114,8.2%,22.3%,.129,.291,.237,.306,.366,.297,,90,23.0,-49.2,16.1,16.5,2013,
NYY,2253,6044,144,650,614,115,7.7%,20.1%,.133,.285,.242,.307,.376,.301,,86,4.4,-89.2,28.1,14.6,2013,
CHC,2294,6079,172,602,576,63,7.2%,20.2%,.154,.275,.238,.300,.392,.304,,90,-11.9,-78.3,27.3,14.1,2013,
COL,2330,6152,159,706,673,112,6.9%,19.6%,.149,.317,.270,.323,.418,.324,,87,17.4,-72.7,15.1,13.7,2013,
MIN,2332,6212,151,614,590,52,8.6%,23.0%,.138,.298,.242,.312,.380,.307,,91,1.2,-66.1,-35.4,10.8,2013,
SEA,2237,6172,188,624,597,49,8.6%,21.9%,.152,.279,.237,.306,.390,.307,,95,-6.9,-41.1,-66.7,10.0,2013,
PHI,2310,6014,140,610,578,73,6.9%,20.0%,.135,.293,.248,.306,.384,.303,,89,-7.4,-81.9,-15.8,8.9,2013,
CHW,2279,6077,148,598,574,105,6.8%,19.9%,.129,.291,.249,.302,.378,.299,,85,-12.7,-117.5,-29.0,5.5,2013,
MIA,2244,6021,95,513,485,78,7.2%,20.5%,.104,.280,.231,.293,.335,.279,,74,-5.2,-178.9,29.5,3.3,2013,
HOU,2266,6020,148,610,566,110,7.1%,25.5%,.136,.304,.240,.299,.375,.298,,85,-8.9,-112.7,-64.4,1.9,2013,
LAD,2364,6231,134,718,686,138,8.3%,20.0%,.140,.318,.265,.333,.406,.327,,112,-0.4,81.4,20.3,31.8,2014,
PIT,2362,6224,156,682,659,104,8.4%,20.0%,.145,.307,.259,.330,.404,.325,,108,3.8,61.6,36.7,31.4,2014,
LAA,2468,6284,155,773,729,81,7.8%,20.1%,.147,.305,.259,.322,.406,.321,,110,1.3,67.3,11.5,30.4,2014,
BAL,2294,6130,211,705,681,44,6.5%,21.0%,.166,.296,.256,.311,.422,.323,,104,-6.2,21.9,34.4,27.4,2014,
WSN,2265,6216,152,686,635,101,8.3%,21.0%,.140,.303,.253,.321,.393,.317,,99,15.3,8.4,42.4,26.2,2014,
SFG,2353,6087,132,665,636,56,7.0%,20.5%,.133,.304,.255,.311,.388,.308,,99,0.5,-5.1,52.8,25.4,2014,
DET,2330,6202,155,757,731,106,7.1%,18.4%,.150,.319,.277,.331,.426,.331,,112,-7.3,73.0,-41.9,24.8,2014,
TOR,2397,6167,177,723,690,78,8.1%,18.7%,.155,.295,.259,.323,.414,.325,,107,0.0,44.9,-37.0,22.2,2014,
OAK,2358,6245,146,729,686,83,9.4%,17.7%,.137,.278,.244,.320,.381,.312,,102,11.0,27.2,-30.4,21.2,2014,
MIL,2327,6065,150,650,617,102,7.0%,19.7%,.147,.293,.250,.311,.397,.313,,94,-12.1,-56.2,62.2,20.8,2014,
TBR,2352,6205,117,612,586,63,8.5%,18.1%,.120,.287,.247,.317,.367,.305,,97,1.0,-19.9,9.5,20.3,2014,
KCR,2273,6058,95,651,604,153,6.3%,16.3%,.113,.302,.263,.314,.376,.306,,92,4.8,-47.8,28.1,18.8,2014,
NYY,2288,6082,147,633,591,112,7.4%,18.6%,.135,.282,.245,.307,.380,.305,,94,3.2,-38.5,11.7,18.1,2014,
STL,2324,6086,105,619,585,57,7.7%,18.6%,.116,.300,.253,.320,.369,.308,,95,-15.5,-49.0,29.9,18.1,2014,
NYM,2294,6145,125,629,602,101,8.4%,20.6%,.126,.286,.239,.308,.364,.299,,92,-0.4,-56.0,32.6,17.8,2014,
BOS,2283,6226,123,634,601,63,8.6%,21.5%,.124,.297,.244,.316,.369,.305,,89,-8.1,-82.9,44.8,17.3,2014,
COL,2387,6164,186,755,721,85,6.4%,20.8%,.169,.326,.276,.327,.445,.337,,97,-12.3,-33.1,2.2,17.0,2014,
MIA,2311,6185,122,645,614,58,8.1%,22.9%,.125,.316,.253,.317,.378,.307,,95,-5.6,-42.3,7.0,16.6,2014,
SEA,2333,5977,136,634,600,96,6.6%,20.6%,.132,.290,.244,.300,.376,.299,,94,3.2,-37.5,-1.5,16.4,2014,
MIN,2292,6233,128,715,675,99,8.7%,21.3%,.135,.309,.254,.324,.389,.316,,100,20.9,23.8,-72.6,16.2,2014,
CHC,2358,6102,157,614,590,65,7.2%,24.2%,.146,.296,.239,.300,.385,.303,,91,4.0,-59.5,15.2,15.4,2014,
CIN,2213,5978,131,595,562,122,6.9%,20.9%,.127,.284,.238,.296,.365,.294,,83,-1.2,-115.4,69.1,14.7,2014,
CLE,2391,6222,142,669,644,104,8.1%,19.1%,.136,.296,.253,.317,.389,.313,,98,9.9,-1.7,-65.6,14.1,2014,
HOU,2229,6055,163,629,596,122,8.2%,23.8%,.141,.298,.242,.309,.383,.308,,98,3.6,-8.1,-57.9,13.7,2014,
CHW,2285,6077,155,660,625,85,6.9%,22.4%,.146,.306,.253,.310,.398,.312,,99,-13.1,-23.5,-46.4,13.3,2014,
ARI,2274,6089,118,615,573,86,6.5%,19.1%,.127,.293,.248,.302,.376,.300,,83,1.5,-112.8,47.5,13.0,2014,
ATL,2252,6064,123,573,545,95,7.8%,22.6%,.119,.298,.241,.305,.360,.296,,86,-4.4,-98.9,32.7,12.8,2014,
SDP,2362,5905,109,535,500,91,7.9%,21.9%,.115,.277,.226,.292,.342,.283,,82,-6.2,-128.7,56.9,11.7,2014,
TEX,2264,6026,111,637,597,105,6.9%,19.3%,.119,.305,.256,.314,.375,.305,,90,-1.8,-66.8,-17.0,11.6,2014,
PHI,2282,6198,125,619,584,109,7.1%,21.1%,.121,.292,.242,.302,.363,.295,,86,10.6,-85.5,4.2,11.6,2014,
TOR,2337,6231,232,891,852,88,9.1%,18.5%,.188,.298,.269,.340,.457,.344,,117,11.0,135.9,6.6,36.7,2015,
SFG,2342,6153,136,696,663,93,7.4%,18.8%,.139,.313,.267,.326,.406,.318,,104,-0.4,25.5,62.0,29.5,2015,
LAD,2379,6090,187,667,638,59,9.2%,20.7%,.163,.292,.250,.326,.413,.322,,106,-15.3,28.2,57.3,29.0,2015,
HOU,2333,6073,230,729,691,121,8.0%,22.9%,.187,.292,.250,.315,.437,.325,,108,8.1,66.8,-19.6,26.1,2015,
CHC,2406,6200,171,689,657,95,9.1%,24.5%,.154,.305,.244,.321,.398,.313,,96,15.1,-15.8,63.6,25.4,2015,
NYM,2325,6145,177,683,654,51,7.9%,21.0%,.156,.287,.244,.312,.400,.309,,98,6.2,-6.8,48.7,24.6,2015,
PIT,2431,6285,140,697,661,98,7.3%,21.0%,.136,.314,.260,.323,.396,.313,,97,3.5,-17.4,49.6,24.0,2015,
STL,2406,6139,137,647,619,69,8.2%,20.6%,.142,.303,.253,.321,.394,.311,,97,0.9,-21.2,53.8,23.6,2015,
KCR,2263,6116,139,724,689,104,6.3%,15.9%,.144,.301,.269,.322,.412,.318,,99,-0.3,-8.3,13.8,21.8,2015,
TEX,2358,6187,172,751,707,101,8.1%,19.9%,.156,.300,.257,.325,.413,.321,,98,21.6,4.8,-3.0,21.6,2015,
ARI,2393,6276,154,720,680,132,7.8%,20.9%,.150,.316,.264,.324,.414,.319,,95,12.5,-23.3,32.6,21.6,2015,
NYY,2401,6268,212,764,737,63,8.8%,19.6%,.170,.283,.251,.323,.421,.323,,103,3.0,25.3,-35.3,20.7,2015,
TBR,2479,6071,167,644,612,87,7.2%,21.6%,.154,.300,.252,.314,.406,.313,,100,-13.4,-16.2,2.5,19.6,2015,
CLE,2285,6109,141,669,640,86,8.7%,18.9%,.144,.299,.256,.325,.401,.315,,97,8.1,-15.6,-4.5,19.1,2015,
BOS,2268,6237,161,748,706,71,7.7%,18.4%,.149,.305,.265,.325,.415,.321,,99,1.4,-5.9,-28.9,17.9,2015,
WSN,2245,6117,177,703,665,57,8.8%,22.0%,.151,.300,.251,.321,.403,.315,,96,-2.3,-29.7,9.4,17.9,2015,
BAL,2249,6007,217,713,686,44,7.0%,22.2%,.171,.291,.250,.307,.421,.315,,97,-4.9,-23.9,-5.9,17.7,2015,
SEA,2407,6131,198,656,624,69,7.8%,21.8%,.162,.292,.249,.311,.411,.313,,100,-23.1,-20.7,-15.8,17.4,2015,
DET,2340,6159,151,689,660,83,7.4%,20.4%,.150,.322,.270,.328,.420,.324,,103,-27.6,-8.6,-31.6,17.1,2015,
LAA,2459,5990,176,661,621,52,7.3%,19.2%,.150,.280,.246,.307,.396,.305,,95,0.5,-37.0,2.3,17.1,2015,
CIN,2337,6196,167,640,613,134,8.0%,20.3%,.146,.290,.248,.312,.394,.307,,91,10.9,-52.1,16.1,16.5,2015,
SDP,2396,6019,148,650,623,82,7.1%,22.0%,.142,.292,.243,.300,.385,.298,,90,5.0,-63.2,31.5,16.4,2015,
MIA,2297,5988,120,613,575,112,6.3%,19.2%,.124,.307,.260,.310,.384,.302,,91,-1.2,-67.3,26.9,15.3,2015,
MIL,2377,6024,145,655,624,84,6.8%,21.6%,.142,.303,.251,.307,.393,.304,,87,1.5,-87.9,20.7,12.6,2015,
MIN,2311,6017,156,696,661,70,7.3%,21.0%,.152,.292,.247,.305,.399,.305,,89,-5.5,-80.4,-2.1,12.1,2015,
OAK,2349,6171,146,694,661,78,7.7%,18.1%,.144,.288,.251,.312,.395,.308,,95,-1.0,-34.1,-60.7,11.3,2015,
ATL,2340,6034,100,573,548,69,7.8%,18.3%,.108,.297,.251,.314,.359,.296,,84,-2.7,-115.5,22.4,9.9,2015,
COL,2436,6071,186,737,702,97,6.4%,21.1%,.167,.313,.265,.315,.432,.321,,87,4.7,-91.9,-4.2,9.7,2015,
PHI,2321,6053,130,626,586,88,6.4%,21.0%,.133,.299,.249,.303,.382,.298,,86,-1.9,-100.3,-3.9,8.8,2015,
CHW,2265,6070,136,622,595,68,6.7%,20.3%,.130,.296,.250,.306,.380,.300,,89,-15.2,-94.3,-21.6,8.8,2015,
CHC,2332,6335,199,808,767,66,10.4%,21.1%,.173,.302,.256,.343,.429,.333,,106,17.3,61.3,104.8,37.1,2016,
BOS,2284,6320,208,878,836,83,8.8%,18.4%,.179,.320,.282,.348,.461,.346,,113,10.6,109.9,15.9,35.2,2016,
SFG,2404,6271,130,715,675,79,9.1%,17.7%,.140,.299,.258,.329,.398,.315,,96,-2.8,-34.8,92.8,25.9,2016,
LAD,2491,6164,189,725,680,45,8.5%,21.4%,.160,.294,.249,.319,.409,.314,,97,2.0,-20.2,77.9,25.5,2016,
TOR,2349,6233,221,759,728,54,10.1%,21.9%,.178,.289,.248,.330,.426,.327,,104,-9.0,21.9,8.8,25.1,2016,
CLE,2366,6155,185,777,733,134,8.6%,20.2%,.168,.304,.262,.329,.430,.326,,100,15.8,14.1,16.8,24.9,2016,
HOU,2334,6204,198,724,689,102,8.9%,23.4%,.170,.298,.247,.319,.417,.317,,101,-5.4,2.8,14.6,23.7,2016,
NYM,2430,6115,218,671,649,42,8.5%,21.3%,.171,.282,.246,.316,.417,.315,,99,-8.6,-17.7,55.9,23.4,2016,
WSN,2302,6201,203,763,735,121,8.6%,20.2%,.170,.293,.256,.326,.426,.322,,96,16.0,-16.4,41.2,22.3,2016,
STL,2400,6223,225,779,745,35,8.5%,21.2%,.187,.294,.255,.325,.443,.329,,105,-17.1,18.9,2.8,22.0,2016,
SEA,2371,6227,223,768,735,56,8.1%,20.7%,.171,.297,.259,.326,.430,.325,,108,-13.5,44.6,-51.2,21.3,2016,
MIA,2460,6133,128,655,626,71,7.3%,19.8%,.131,.314,.263,.322,.394,.309,,95,2.4,-40.1,57.4,21.3,2016,
DET,2295,6127,211,750,719,58,8.0%,21.3%,.171,.312,.267,.331,.438,.330,,106,-16.9,27.0,-31.9,21.1,2016,
BAL,2257,6089,253,744,710,19,7.7%,21.7%,.188,.291,.256,.317,.443,.326,,103,2.5,22.6,-29.8,20.7,2016,
LAA,2419,6041,156,717,686,73,7.8%,16.4%,.145,.289,.260,.322,.405,.314,,99,-16.8,-27.4,6.4,19.2,2016,
TBR,2281,6046,216,672,647,60,7.4%,24.5%,.182,.293,.243,.307,.426,.315,,98,-0.4,-13.0,-9.0,19.1,2016,
PIT,2458,6261,153,729,696,110,9.0%,21.3%,.144,.311,.257,.332,.402,.318,,97,-6.7,-26.5,15.6,18.8,2016,
COL,2369,6236,204,845,805,66,7.9%,21.3%,.182,.326,.275,.336,.457,.339,,94,1.1,-45.0,32.2,18.5,2016,
TEX,2324,6089,215,765,746,99,7.2%,20.0%,.172,.298,.262,.322,.433,.324,,95,2.0,-37.0,-14.5,16.2,2016,
ARI,2399,6260,190,752,709,137,7.4%,22.8%,.171,.315,.261,.320,.432,.321,,93,17.7,-39.9,-2.0,15.6,2016,
NYY,2308,6058,183,680,647,72,7.8%,19.6%,.153,.289,.252,.314,.405,.311,,92,10.6,-49.7,-7.3,15.5,2016,
CHW,2217,6131,168,686,656,77,7.4%,21.0%,.153,.304,.257,.317,.410,.314,,97,-2.5,-27.2,-38.0,15.0,2016,
MIL,2342,6061,194,671,641,181,9.9%,25.5%,.163,.304,.244,.322,.407,.315,,92,5.2,-55.2,-9.3,12.7,2016,
MIN,2290,6245,200,722,690,91,8.2%,22.8%,.171,.300,.251,.316,.421,.317,,95,7.8,-28.5,-65.9,12.4,2016,
CIN,2287,6094,164,716,678,139,7.4%,21.1%,.152,.303,.256,.316,.408,.311,,89,-4.3,-89.9,18.6,12.1,2016,
KCR,2244,6052,147,675,640,121,6.3%,20.2%,.139,.309,.261,.312,.400,.307,,89,-4.3,-83.9,-9.8,11.8,2016,
SDP,2355,6000,177,686,654,125,7.5%,25.0%,.155,.291,.235,.299,.390,.297,,84,24.8,-92.3,14.0,11.1,2016,
ATL,2390,6192,122,649,615,75,8.1%,20.0%,.130,.305,.255,.321,.384,.304,,86,-6.1,-110.8,13.7,9.8,2016,
PHI,2348,5992,161,610,575,96,7.1%,23.0%,.144,.292,.240,.301,.385,.296,,81,0.9,-137.5,43.2,9.4,2016,
OAK,2343,6022,169,653,634,50,7.3%,19.0%,.149,.280,.246,.304,.395,.302,,89,-22.2,-100.5,-77.5,3.0,2016,
HOU,2313,6271,238,896,854,98,8.1%,17.3%,.196,.309,.282,.346,.478,.349,,121,-0.4,162.6,-37.9,33.7,2017,
LAD,2464,6191,221,770,730,77,10.5%,22.3%,.188,.293,.249,.334,.437,.330,,104,5.8,40.7,90.2,33.3,2017,
NYY,2294,6354,241,858,821,90,9.7%,21.8%,.185,.304,.262,.339,.447,.336,,109,11.1,82.3,-6.5,29.2,2017,
MIA,2399,6248,194,778,743,91,7.8%,20.5%,.163,.313,.267,.331,.431,.325,,101,1.4,9.0,65.7,27.9,2017,
CHC,2420,6283,223,822,785,62,9.9%,22.3%,.182,.302,.255,.338,.437,.331,,101,-6.8,4.8,57.6,26.8,2017,
CLE,2367,6234,212,818,780,88,9.7%,18.5%,.186,.295,.263,.339,.449,.336,,105,11.1,48.8,6.8,26.7,2017,
STL,2416,6219,196,761,728,81,9.5%,21.7%,.170,.304,.256,.334,.426,.326,,101,2.0,8.4,51.4,26.3,2017,
MIN,2324,6261,206,815,781,95,9.5%,21.4%,.174,.306,.260,.334,.434,.329,,103,14.4,39.7,7.2,26.0,2017,
WSN,2322,6214,215,819,796,108,8.7%,21.4%,.183,.311,.266,.332,.449,.331,,99,11.9,2.4,38.7,24.4,2017,
NYM,2396,6169,224,735,713,58,8.6%,20.9%,.184,.286,.250,.320,.434,.322,,101,-11.3,-7.2,32.1,22.7,2017,
TBR,2345,6147,228,694,671,88,8.9%,25.0%,.178,.296,.245,.317,.422,.316,,99,11.2,1.1,6.5,21.7,2017,
SEA,2323,6166,200,750,714,89,7.9%,20.5%,.165,.300,.259,.325,.424,.321,,103,-12.6,7.1,-0.8,21.6,2017,
ARI,2360,6224,220,812,776,103,9.3%,23.4%,.190,.306,.254,.329,.445,.329,,95,12.4,-27.9,21.1,19.7,2017,
CIN,2321,6213,219,753,715,120,9.1%,21.4%,.179,.294,.253,.329,.433,.325,,95,-5.3,-47.4,38.7,19.5,2017,
LAA,2392,6073,186,710,678,136,8.6%,19.7%,.155,.277,.243,.315,.397,.307,,92,1.4,-61.3,42.6,18.8,2017,
BOS,2334,6338,168,785,735,106,9.0%,19.3%,.149,.300,.258,.329,.407,.316,,91,4.9,-64.0,30.2,18.2,2017,
OAK,2350,6126,234,739,708,57,9.2%,24.3%,.190,.294,.246,.319,.436,.323,,103,-5.5,19.9,-53.6,17.5,2017,
MIL,2423,6135,224,732,695,128,8.9%,25.6%,.180,.308,.249,.322,.429,.321,,94,2.4,-48.6,20.7,17.3,2017,
ATL,2374,6216,165,732,706,77,7.6%,19.0%,.150,.305,.263,.326,.412,.316,,89,4.3,-87.6,35.0,15.1,2017,
DET,2336,6150,187,735,699,65,8.2%,21.3%,.166,.306,.258,.324,.424,.321,,98,-19.8,-37.8,-29.4,14.2,2017,
CHW,2289,6059,186,706,670,71,6.6%,23.1%,.161,.309,.256,.314,.417,.313,,95,-1.9,-36.4,-29.2,14.1,2017,
COL,2374,6201,192,824,793,59,8.4%,22.7%,.171,.332,.273,.338,.444,.332,,88,-6.4,-105.8,39.9,13.8,2017,
BAL,2351,6140,232,743,713,32,6.4%,23.0%,.175,.306,.260,.312,.435,.318,,95,-14.9,-51.3,-44.9,11.3,2017,
KCR,2342,6027,193,702,660,91,6.5%,19.3%,.160,.295,.259,.311,.420,.312,,91,2.5,-65.6,-28.5,11.1,2017,
TOR,2455,6154,222,693,661,53,8.8%,21.6%,.172,.276,.240,.312,.412,.312,,93,-15.8,-72.6,-30.2,10.7,2017,
SFG,2372,6137,128,639,612,76,7.6%,19.6%,.132,.294,.249,.309,.380,.296,,83,2.6,-134.1,38.5,10.6,2017,
PHI,2308,6133,174,690,654,59,8.1%,23.1%,.159,.304,.250,.315,.409,.310,,87,-9.5,-109.5,13.1,10.5,2017,
TEX,2268,6122,237,799,756,113,8.9%,24.4%,.186,.291,.244,.320,.430,.321,,90,6.3,-70.2,-37.6,10.1,2017,
PIT,2371,6136,151,668,635,67,8.5%,19.8%,.142,.286,.244,.318,.386,.304,,85,-2.2,-120.0,19.3,10.1,2017,
SDP,2342,5954,189,604,576,89,7.7%,25.2%,.160,.287,.234,.299,.393,.298,,82,6.7,-132.7,7.4,7.0,2017,
LAD,2574,6358,235,804,756,75,10.2%,22.6%,.191,.294,.250,.333,.442,.333,,111,11.4,99.3,38.3,34.8,2018,
BOS,2345,6302,208,876,829,125,9.0%,19.9%,.185,.309,.268,.339,.453,.340,,111,-5.1,74.1,30.9,32.2,2018,
OAK,2403,6255,227,813,778,35,8.8%,22.1%,.187,.294,.252,.325,.439,.329,,112,-5.8,83.2,23.0,32.2,2018,
NYY,2269,6271,267,851,821,63,10.0%,22.7%,.202,.285,.249,.329,.451,.335,,112,14.6,102.8,-4.6,31.4,2018,
CLE,2413,6300,216,818,786,135,8.8%,18.9%,.176,.291,.259,.332,.434,.330,,106,13.7,55.1,16.8,28.8,2018,
MIL,2496,6210,218,754,711,124,8.6%,23.5%,.172,.302,.252,.323,.424,.322,,100,8.2,7.7,68.3,28.0,2018,
HOU,2348,6146,205,797,763,71,9.2%,19.5%,.170,.289,.255,.329,.425,.327,,110,-7.0,64.6,-11.5,26.3,2018,
STL,2464,6200,205,759,725,63,8.5%,22.3%,.160,.294,.249,.321,.409,.316,,99,12.9,7.9,47.1,25.8,2018,
CHC,2490,6369,167,761,722,66,9.0%,21.8%,.152,.313,.258,.333,.410,.321,,100,2.2,3.4,44.0,25.6,2018,
ATL,2377,6251,175,759,717,90,8.2%,20.6%,.161,.302,.257,.324,.417,.319,,96,12.6,-18.5,66.8,25.3,2018,
WSN,2441,6288,191,771,737,119,10.0%,20.5%,.164,.297,.254,.335,.419,.325,,101,8.4,14.5,22.2,24.2,2018,
TBR,2371,6195,150,716,664,128,8.7%,22.4%,.148,.317,.258,.333,.406,.322,,107,-0.3,48.7,-23.7,23.6,2018,
LAA,2467,6108,214,721,690,89,8.4%,21.3%,.171,.277,.242,.313,.413,.313,,98,2.8,-13.8,36.7,23.1,2018,
